content,cleaned_content,cut_content,final_content
目前医院信息科非事业编，有机会去当地市属国企数据集团要不要去，薪资后者估计多50%,目前医院信息科非事业编有机会去当地市属国企数据集团要不要去薪资后者估计多50,目前 医院 信息 科非 事业 编有 机会 去 当地 市属 国企 数据 集团 要 不要 去 薪资 后者 估计 多 50,医院信息科非事业编有机会去当地市属国企数据集团去薪资后者估计50
求问三甲教务处怎么样[哭惹R],求问三甲教务处怎么样[哭惹],求问 三甲 教务处 怎么样 [ 哭 惹 ],求问三甲教务处[哭惹]
关系户老巢，萌新们敢去试水？[doge],关系户老巢萌新们敢去试水[doge],关系户 老巢 萌新们 敢 去 试水 [ doge ],关系户老巢萌新们敢去试水[doge]
设备科忙吗,设备科忙吗,设备 科忙 吗,设备科忙
蹲一个  医院人事处咋样？[偷笑R],蹲一个 医院人事处咋样[偷笑],蹲 一个   医院 人事处 咋样 [ 偷笑 ],蹲一个医院人事处咋样[偷笑]
人际关系复杂这点倒是真的。有的护士转做宣传口挺好，眼界层次提高了，比较容易链接到上层。,人际关系复杂这点倒是真的有的护士转做宣传口挺好眼界层次提高了比较容易链接到上层,人际关系 复杂 这点 倒 是 真的 有 的 护士 转做 宣传 口 挺 好 眼界 层次 提高 了 比较 容易 链接 到 上层,人际关系倒真的护士转做宣传口挺好眼界层次提高链接上层
我是神内副高，现在40多岁，实在到不了夜班，身体已经亮起红灯了，现在下乡，主任还让我做好倒夜班的心理准备，开始焦虑中，正在考虑要不要去体检科,我是神内副高现在40多岁实在到不了夜班身体已经亮起红灯了现在下乡主任还让我做好倒夜班的心理准备开始焦虑中正在考虑要不要去体检科,我 是 神内 副 高 现在 40 多岁 实在 到 不了 夜班 身体 已经 亮 起 红灯 了 现在 下乡 主任 还 让 我 做好 倒 夜班 的 心理准备 开始 焦虑 中 正在 考虑 要 不要 去 体检 科,神内副高40多岁实在不了夜班身体亮红灯下乡主任还做好倒夜班心理准备焦虑中去体检科
护理部呢,护理部呢,护理部 呢,护理部
干第二年已经打算跑路了，每个月三千多，要不是住家里根本存不上钱,干第二年已经打算跑路了每个月三千多要不是住家里根本存不上钱,干 第二年 已经 打算 跑 路 了 每个 月 三千多 要不是 住 家里 根本 存不上 钱,干第二年打算跑路月三千多住家里存不上钱
耗材呢[失望R]刚准备从医技转过去,耗材呢[失望]刚准备从医技转过去,耗材 呢 [ 失望 ] 刚 准备 从 医技 转过 去,耗材[失望]刚医技转过去
医院党政办如何啊,医院党政办如何啊,医院 党政办 如何 啊,医院党政办
可是我这个专业也干不了临床啊，学的医疗器械维修[失望R],可是我这个专业也干不了临床啊学的医疗器械维修[失望],可是 我 这个 专业 也 干不了 临床 啊 学 的 医疗器械 维修 [ 失望 ],专业干不了临床学医疗器械维修[失望]
编外科室秘书待遇咋样啊[哭惹R],编外科室秘书待遇咋样啊[哭惹],编外 科室 秘书 待遇 咋样 啊 [ 哭 惹 ],编外科室秘书待遇咋样[哭惹]
刚被财务科裁员，是悲是喜？,刚被财务科裁员是悲是喜,刚 被 财务科 裁员 是 悲是 喜,刚财务科裁员悲是喜
费力不讨好的岗位,费力不讨好的岗位,费力 不 讨好 的 岗位,费力不讨好岗位
行政唯一的好处就是不用值夜班。临床说不好听上了主治之后不思进取也没什么问题了，行政除非关系很硬否则不可能不思进取，复杂的人际关系会把你弄的焦头烂额,行政唯一的好处就是不用值夜班临床说不好听上了主治之后不思进取也没什么问题了行政除非关系很硬否则不可能不思进取复杂的人际关系会把你弄的焦头烂额,行政 唯一 的 好处 就是 不用 值夜班 临床 说 不好 听 上 了 主治 之后 不思进取 也 没什么 问题 了 行政 除非 关系 很 硬 否则 不 可能 不思进取 复杂 的 人际关系 会 把 你 弄 的 焦头烂额,行政唯一好处不用值夜班临床说不好听上主治不思进取没什么行政关系很硬不不思进取人际关系会弄焦头烂额
真的非常非常心累,真的非常非常心累,真的 非常 非常 心累,真的心累
医院审计员呢[失望R],医院审计员呢[失望],医院 审计员 呢 [ 失望 ],医院审计员[失望]
行政只要不上夜班不收病人不抢救不和患者家属扯皮我就觉得行政还是挺香的[笑哭R]。,行政只要不上夜班不收病人不抢救不和患者家属扯皮我就觉得行政还是挺香的[笑哭],行政 只要 不上 夜班 不 收 病人 不 抢救 不 和 患者 家属 扯皮 我 就 觉得 行政 还是 挺香 的 [ 笑 哭 ],行政不上夜班不收病人不抢救不患者家属扯皮行政挺香[笑哭]
啥时候的事儿,啥时候的事儿,啥时候 的 事儿,啥时候事儿
信息科呢怎么样,信息科呢怎么样,信息 科 呢 怎么样,信息科
医学服务部的外联干事怎么样呀,医学服务部的外联干事怎么样呀,医学 服务部 的 外联 干事 怎么样 呀,医学服务部外联干事
看完平衡了，都不好呆[笑哭R],看完平衡了都不好呆[笑哭],看 完 平衡 了 都 不好 呆 [ 笑 哭 ],看完平衡都不好呆[笑哭]
反正就是事越来越多[笑哭R],反正就是事越来越多[笑哭],反正 就是 事 越来越 多 [ 笑 哭 ],反正事越来越[笑哭]
我们医院行政人数都不到10%，薪资要是真的541真的偷着乐吧,我们医院行政人数都不到10薪资要是真的541真的偷着乐吧,我们 医院 行政 人数 都 不到 10 薪资 要是 真的 541 真的 偷着乐 吧,医院行政人数都不到10薪资真的541真的偷着乐
二甲医院药房临聘人员转到医院体检科当导检[偷笑R],二甲医院药房临聘人员转到医院体检科当导检[偷笑],二甲 医院 药房 临聘 人员 转 到 医院 体检 科当导检 [ 偷笑 ],二甲医院药房临聘人员转医院体检科当导检[偷笑]
今天刚加完班，这工作要不是因为我学的预防是真干不下去[微笑R]鬼知道上面又突然来啥奇思妙想，科长和我爸一个年龄还得一起加班，简直是虐待老人,今天刚加完班这工作要不是因为我学的预防是真干不下去[微笑]鬼知道上面又突然来啥奇思妙想科长和我爸一个年龄还得一起加班简直是虐待老人,今天 刚加 完班 这 工作 要不是 因为 我学 的 预防 是 真 干 不 下去 [ 微笑 ] 鬼 知道 上面 又 突然 来 啥 奇思妙想 科长 和 我 爸 一个 年龄 还 得 一起 加班 简直 是 虐待老人,刚加完班工作我学预防真干不[微笑]鬼奇思妙想科长爸一个年龄还加班简直虐待老人
真的避雷 太卷了 [捂脸R],真的避雷 太卷了 [捂脸],真的 避雷   太卷 了   [ 捂脸 ],真的避雷太卷[捂脸]
领导太太的养老科，还有图书室,领导太太的养老科还有图书室,领导 太太 的 养老 科 还有 图书室,领导太太养老科图书室
再少能有药学少？那个541的1里面是包括行政和药学，一样的1%，行政能多少人分，药学又有多少人分，还挑什么呢[抠鼻R],再少能有药学少那个541的1里面是包括行政和药学一样的1行政能多少人分药学又有多少人分还挑什么呢[抠鼻],再少 能 有 药学 少 那个 541 的 1 里面 是 包括 行政 和 药学 一样 的 1 行政 能 多少 人分 药学 又 有 多少 人分 还 挑 什么 呢 [ 抠 鼻 ],再少药学少5411包括行政药学1行政人分药学人分还挑[抠鼻]
那我也不干临床打死也不倒班了，我转岗以后确实面对很多问题，最明显的就是明明忙到吐，但临床就认为你要闲死了。,那我也不干临床打死也不倒班了我转岗以后确实面对很多问题最明显的就是明明忙到吐但临床就认为你要闲死了,那 我 也 不 干 临床 打死 也 不 倒班 了 我 转岗 以后 确实 面对 很多 问题 最 明显 的 就是 明明 忙 到 吐 但 临床 就 认为 你 要 闲 死 了,不干临床打死不倒班转岗确实面对很多最明明忙吐临床闲死
@冻梨马泥轰 哇塞哇塞。,冻梨马泥轰 哇塞哇塞,冻梨马 泥 轰   哇塞 哇塞,冻梨马泥轰哇塞哇塞
工作变多，工资变少～[偷笑R][偷笑R],工作变多工资变少[偷笑][偷笑],工作 变多 工资 变 少 [ 偷笑 ] [ 偷笑 ],工作变多工资变少[偷笑][偷笑]
慢病管理怎么样,慢病管理怎么样,慢病 管理 怎么样,慢病管理
行政岗的收入居然还有医生50%？怎么不是1/3。,行政岗的收入居然还有医生50怎么不是13,行政 岗 的 收入 居然 还有 医生 50 怎么 不是 13,行政岗收入居然医生5013
非常赞同，医院全是关系户,非常赞同医院全是关系户,非常 赞同 医院 全是 关系户,赞同医院全是关系户
因为干临床的会对你说，你是我养的[doge],因为干临床的会对你说你是我养的[doge],因为 干 临床 的 会 对 你 说 你 是 我养 的 [ doge ],干临床会说我养[doge]
有技术就在临床呆着，行政职能科室呆不得。活干不清，钱拿不到,有技术就在临床呆着行政职能科室呆不得活干不清钱拿不到,有 技术 就 在 临床 呆 着 行政 职能 科室 呆 不得 活干 不清 钱 拿 不到,技术临床呆行政职能科室呆活干不清钱不到
请问医院带编法务是不是也属于行政岗,请问医院带编法务是不是也属于行政岗,请问 医院 带编 法务 是不是 也 属于 行政 岗,请问医院带编法务行政岗
学科办怎么样呀IP河南中医三甲,学科办怎么样呀ip河南中医三甲,学科 办 怎么样 呀 ip 河南 中医 三甲,学科办ip河南中医三甲
改变应该是越来越好，怎么越改越烂？,改变应该是越来越好怎么越改越烂,改变 应该 是 越来越 好 怎么 越改越 烂,改变越来越好越改越烂
我觉得在现在DRG付费的政策下，医院要活下去，这要做到治病尽量用门诊，不要经医保，要尽量治好病，钱少快治。让病人觉得不用医保更划算。这才是医院的生存之道。,我觉得在现在drg付费的政策下医院要活下去这要做到治病尽量用门诊不要经医保要尽量治好病钱少快治让病人觉得不用医保更划算这才是医院的生存之道,我 觉得 在 现在 drg 付费 的 政策 下 医院 要 活下去 这要 做到 治病 尽量 用 门诊 不要 经 医保 要 尽量 治好病 钱少 快治 让 病人 觉得 不用 医保 更 划算 这才 是 医院 的 生存之道,drg付费政策下医院活下去这要治病尽量门诊医保尽量治好病钱少快治病人不用医保更划算这才医院生存之道
公立医院绩效直接归卫健委发放分配不就能避免二次分配的暗箱操作[doge]我死不死无所谓我要科主任死[doge],公立医院绩效直接归卫健委发放分配不就能避免二次分配的暗箱操作[doge]我死不死无所谓我要科主任死[doge],公立医院 绩效 直接 归卫健委 发放 分配 不 就 能 避免 二次 分配 的 暗箱 操作 [ doge ] 我 死 不 死 无所谓 我要 科主任 死 [ doge ],公立医院绩效归卫健委发放分配不二次分配暗箱操作[doge]死不死无所谓我要科主任死[doge]
这里说的种种问题大多是执行走样的问题，而不是政策本身有问题。比如政策规定行政拿工资总额的一成，实际上被医院领导搞成了四成，医生们为什么不维权争取呢？最好是成立一个管理委员会，由全体职工民主选举委员，参与仼免行政管理人员并监督考核他们。,这里说的种种问题大多是执行走样的问题而不是政策本身有问题比如政策规定行政拿工资总额的一成实际上被医院领导搞成了四成医生们为什么不维权争取呢最好是成立一个管理委员会由全体职工民主选举委员参与仼免行政管理人员并监督考核他们,这里 说 的 种种 问题 大多 是 执行 走样 的 问题 而 不是 政策 本身 有 问题 比如 政策 规定 行政 拿 工资总额 的 一成 实际上 被 医院 领导 搞成 了 四成 医生 们 为什么 不 维权 争取 呢 最好 是 成立 一个 管理 委员会 由 全体 职工 民主选举 委员 参与 仼 免 行政 管理人员 并 监督 考核 他们,说种种大多执行走样政策本身政策行政工资总额一成实际上医院领导搞成四成医生不维权成立一个管理委员会全体职工民主选举委员参与仼免行政管理人员监督考核
只要它们想插手哪个行业，哪个行业就得垮。,只要它们想插手哪个行业哪个行业就得垮,只要 它们 想 插手 哪个 行业 哪个 行业 就 得 垮,想插手行业行业垮
说又说不得，骂得偷偷骂。,说又说不得骂得偷偷骂,说 又 说不得 骂 得 偷偷 骂,说说不得骂偷偷骂
